id	label	model
827981	None	advanced-banglabert
28308	None	advanced-banglabert
588699	Profane	advanced-banglabert
614167	None	advanced-banglabert
679145	Political Hate	advanced-banglabert
786296	None	advanced-banglabert
446957	Abusive	advanced-banglabert
704588	None	advanced-banglabert
43603	Political Hate	advanced-banglabert
32256	None	advanced-banglabert
581040	None	advanced-banglabert
167074	None	advanced-banglabert
829153	None	advanced-banglabert
40499	None	advanced-banglabert
233045	Political Hate	advanced-banglabert
375606	Religious Hate	advanced-banglabert
156263	Abusive	advanced-banglabert
132091	Political Hate	advanced-banglabert
559369	Abusive	advanced-banglabert
91773	Abusive	advanced-banglabert
681553	None	advanced-banglabert
451889	Political Hate	advanced-banglabert
364298	Political Hate	advanced-banglabert
475018	None	advanced-banglabert
498828	Profane	advanced-banglabert
220766	Political Hate	advanced-banglabert
596534	None	advanced-banglabert
893035	None	advanced-banglabert
721693	None	advanced-banglabert
566630	Religious Hate	advanced-banglabert
510917	None	advanced-banglabert
30335	None	advanced-banglabert
354009	None	advanced-banglabert
243048	Abusive	advanced-banglabert
107921	Profane	advanced-banglabert
711532	None	advanced-banglabert
831245	None	advanced-banglabert
399608	Abusive	advanced-banglabert
417141	Religious Hate	advanced-banglabert
252720	None	advanced-banglabert
170188	None	advanced-banglabert
483947	None	advanced-banglabert
847056	Abusive	advanced-banglabert
367163	Political Hate	advanced-banglabert
909156	None	advanced-banglabert
370219	None	advanced-banglabert
71806	Abusive	advanced-banglabert
816473	None	advanced-banglabert
167294	None	advanced-banglabert
491544	None	advanced-banglabert
436246	None	advanced-banglabert
201893	None	advanced-banglabert
668650	None	advanced-banglabert
63718	Political Hate	advanced-banglabert
902166	None	advanced-banglabert
191091	Political Hate	advanced-banglabert
304562	Abusive	advanced-banglabert
31411	Abusive	advanced-banglabert
227352	None	advanced-banglabert
651254	None	advanced-banglabert
1166	None	advanced-banglabert
506179	None	advanced-banglabert
96808	Abusive	advanced-banglabert
923170	None	advanced-banglabert
693864	None	advanced-banglabert
137657	None	advanced-banglabert
233268	None	advanced-banglabert
615620	None	advanced-banglabert
438135	None	advanced-banglabert
102326	Abusive	advanced-banglabert
633408	None	advanced-banglabert
611056	None	advanced-banglabert
660700	Political Hate	advanced-banglabert
592068	None	advanced-banglabert
810169	Abusive	advanced-banglabert
68630	None	advanced-banglabert
900125	None	advanced-banglabert
8135	Abusive	advanced-banglabert
428767	None	advanced-banglabert
890006	None	advanced-banglabert
501331	Abusive	advanced-banglabert
386869	None	advanced-banglabert
457538	None	advanced-banglabert
902366	None	advanced-banglabert
904408	None	advanced-banglabert
108794	None	advanced-banglabert
135561	None	advanced-banglabert
639745	Political Hate	advanced-banglabert
602490	None	advanced-banglabert
326459	Abusive	advanced-banglabert
859202	None	advanced-banglabert
473414	Abusive	advanced-banglabert
726590	Political Hate	advanced-banglabert
785752	None	advanced-banglabert
772939	Abusive	advanced-banglabert
352613	Abusive	advanced-banglabert
244330	None	advanced-banglabert
900669	None	advanced-banglabert
300858	None	advanced-banglabert
154521	Abusive	advanced-banglabert
85820	None	advanced-banglabert
48374	None	advanced-banglabert
401830	Abusive	advanced-banglabert
659995	None	advanced-banglabert
481612	None	advanced-banglabert
353638	None	advanced-banglabert
155874	None	advanced-banglabert
150600	None	advanced-banglabert
644211	Abusive	advanced-banglabert
69914	Abusive	advanced-banglabert
895549	None	advanced-banglabert
391602	None	advanced-banglabert
188806	Abusive	advanced-banglabert
875163	None	advanced-banglabert
531401	None	advanced-banglabert
82518	Political Hate	advanced-banglabert
931919	None	advanced-banglabert
333351	None	advanced-banglabert
856298	None	advanced-banglabert
486747	None	advanced-banglabert
110691	Abusive	advanced-banglabert
2644	Political Hate	advanced-banglabert
561120	Abusive	advanced-banglabert
130983	None	advanced-banglabert
501098	None	advanced-banglabert
82263	Profane	advanced-banglabert
29182	Abusive	advanced-banglabert
212273	Political Hate	advanced-banglabert
623230	Political Hate	advanced-banglabert
6425	None	advanced-banglabert
540760	None	advanced-banglabert
494478	Abusive	advanced-banglabert
616145	Abusive	advanced-banglabert
347165	None	advanced-banglabert
738489	Political Hate	advanced-banglabert
171199	None	advanced-banglabert
299661	Abusive	advanced-banglabert
572130	None	advanced-banglabert
500521	Abusive	advanced-banglabert
674339	None	advanced-banglabert
739286	None	advanced-banglabert
889123	Profane	advanced-banglabert
363478	Political Hate	advanced-banglabert
409110	None	advanced-banglabert
362208	Abusive	advanced-banglabert
46420	Abusive	advanced-banglabert
628302	Abusive	advanced-banglabert
121278	None	advanced-banglabert
611302	Abusive	advanced-banglabert
218567	Political Hate	advanced-banglabert
735901	Political Hate	advanced-banglabert
465792	Abusive	advanced-banglabert
829134	Abusive	advanced-banglabert
11285	None	advanced-banglabert
561526	None	advanced-banglabert
192199	Abusive	advanced-banglabert
928945	Abusive	advanced-banglabert
165162	None	advanced-banglabert
280630	None	advanced-banglabert
625122	None	advanced-banglabert
442311	None	advanced-banglabert
563147	None	advanced-banglabert
676593	None	advanced-banglabert
488817	None	advanced-banglabert
475977	None	advanced-banglabert
476390	None	advanced-banglabert
552776	None	advanced-banglabert
276751	Sexism	advanced-banglabert
242069	None	advanced-banglabert
345400	Political Hate	advanced-banglabert
874395	None	advanced-banglabert
872132	Abusive	advanced-banglabert
613180	None	advanced-banglabert
456006	None	advanced-banglabert
899171	Profane	advanced-banglabert
526595	None	advanced-banglabert
592644	None	advanced-banglabert
600825	Political Hate	advanced-banglabert
525773	Sexism	advanced-banglabert
630766	None	advanced-banglabert
921266	None	advanced-banglabert
221431	None	advanced-banglabert
668595	Abusive	advanced-banglabert
163448	None	advanced-banglabert
268035	None	advanced-banglabert
13055	Political Hate	advanced-banglabert
328169	Political Hate	advanced-banglabert
525662	None	advanced-banglabert
598939	Political Hate	advanced-banglabert
883170	None	advanced-banglabert
28953	Political Hate	advanced-banglabert
848058	None	advanced-banglabert
372514	Political Hate	advanced-banglabert
147481	None	advanced-banglabert
251442	Political Hate	advanced-banglabert
325678	None	advanced-banglabert
175236	None	advanced-banglabert
117662	None	advanced-banglabert
502422	None	advanced-banglabert
214062	Political Hate	advanced-banglabert
119013	None	advanced-banglabert
374147	None	advanced-banglabert
443252	None	advanced-banglabert
171561	None	advanced-banglabert
655661	None	advanced-banglabert
716103	None	advanced-banglabert
920137	None	advanced-banglabert
359307	None	advanced-banglabert
146675	None	advanced-banglabert
40313	None	advanced-banglabert
90860	None	advanced-banglabert
527131	None	advanced-banglabert
220456	None	advanced-banglabert
85942	Political Hate	advanced-banglabert
667291	Political Hate	advanced-banglabert
441382	Profane	advanced-banglabert
381311	Profane	advanced-banglabert
835925	None	advanced-banglabert
888616	Abusive	advanced-banglabert
698061	None	advanced-banglabert
39591	None	advanced-banglabert
920428	None	advanced-banglabert
640534	Sexism	advanced-banglabert
68271	Abusive	advanced-banglabert
136411	None	advanced-banglabert
540991	Political Hate	advanced-banglabert
824492	Profane	advanced-banglabert
434469	Political Hate	advanced-banglabert
422740	Profane	advanced-banglabert
572161	None	advanced-banglabert
119098	None	advanced-banglabert
355165	None	advanced-banglabert
775199	None	advanced-banglabert
837413	Abusive	advanced-banglabert
443309	Abusive	advanced-banglabert
587223	Abusive	advanced-banglabert
594572	None	advanced-banglabert
22735	Profane	advanced-banglabert
116413	Political Hate	advanced-banglabert
710583	None	advanced-banglabert
726636	None	advanced-banglabert
868107	None	advanced-banglabert
128785	None	advanced-banglabert
521034	Profane	advanced-banglabert
738233	None	advanced-banglabert
5308	None	advanced-banglabert
198886	Political Hate	advanced-banglabert
894583	None	advanced-banglabert
804137	Abusive	advanced-banglabert
18542	None	advanced-banglabert
297422	None	advanced-banglabert
603678	None	advanced-banglabert
858228	Profane	advanced-banglabert
546201	None	advanced-banglabert
47131	None	advanced-banglabert
82767	Abusive	advanced-banglabert
728929	None	advanced-banglabert
693066	None	advanced-banglabert
848852	None	advanced-banglabert
362882	None	advanced-banglabert
546456	None	advanced-banglabert
75345	None	advanced-banglabert
279149	Profane	advanced-banglabert
8283	None	advanced-banglabert
696820	None	advanced-banglabert
705215	Abusive	advanced-banglabert
28959	None	advanced-banglabert
289930	None	advanced-banglabert
109655	Political Hate	advanced-banglabert
648187	Abusive	advanced-banglabert
221976	None	advanced-banglabert
837622	None	advanced-banglabert
360212	None	advanced-banglabert
161236	Profane	advanced-banglabert
391732	None	advanced-banglabert
562801	None	advanced-banglabert
63256	Abusive	advanced-banglabert
381089	None	advanced-banglabert
510562	None	advanced-banglabert
177616	None	advanced-banglabert
439929	Abusive	advanced-banglabert
841974	Political Hate	advanced-banglabert
113983	Abusive	advanced-banglabert
498745	None	advanced-banglabert
786905	Political Hate	advanced-banglabert
492739	None	advanced-banglabert
585980	None	advanced-banglabert
425651	None	advanced-banglabert
569506	Profane	advanced-banglabert
857246	Political Hate	advanced-banglabert
265292	None	advanced-banglabert
609994	None	advanced-banglabert
826584	None	advanced-banglabert
460609	None	advanced-banglabert
644542	None	advanced-banglabert
276176	Abusive	advanced-banglabert
619102	None	advanced-banglabert
891625	None	advanced-banglabert
798443	None	advanced-banglabert
730888	None	advanced-banglabert
346632	None	advanced-banglabert
380253	Abusive	advanced-banglabert
370503	None	advanced-banglabert
803701	None	advanced-banglabert
248258	None	advanced-banglabert
252345	None	advanced-banglabert
562683	None	advanced-banglabert
601766	None	advanced-banglabert
752224	None	advanced-banglabert
774095	None	advanced-banglabert
930299	None	advanced-banglabert
378827	Abusive	advanced-banglabert
656481	None	advanced-banglabert
500381	None	advanced-banglabert
27958	Abusive	advanced-banglabert
928671	None	advanced-banglabert
390166	Profane	advanced-banglabert
488577	None	advanced-banglabert
162980	None	advanced-banglabert
560228	Abusive	advanced-banglabert
211363	None	advanced-banglabert
555638	Abusive	advanced-banglabert
528703	Profane	advanced-banglabert
683734	None	advanced-banglabert
671313	Abusive	advanced-banglabert
464409	Political Hate	advanced-banglabert
697953	Political Hate	advanced-banglabert
769838	None	advanced-banglabert
643094	Political Hate	advanced-banglabert
659189	Political Hate	advanced-banglabert
729086	None	advanced-banglabert
76120	Abusive	advanced-banglabert
502902	None	advanced-banglabert
35497	Abusive	advanced-banglabert
878023	Abusive	advanced-banglabert
182903	Profane	advanced-banglabert
331432	None	advanced-banglabert
87304	None	advanced-banglabert
582911	Profane	advanced-banglabert
865624	None	advanced-banglabert
786884	None	advanced-banglabert
201460	Abusive	advanced-banglabert
824978	None	advanced-banglabert
131089	None	advanced-banglabert
45828	None	advanced-banglabert
716999	None	advanced-banglabert
399791	Political Hate	advanced-banglabert
822399	None	advanced-banglabert
468175	None	advanced-banglabert
559340	None	advanced-banglabert
564393	None	advanced-banglabert
292000	None	advanced-banglabert
399452	None	advanced-banglabert
136541	None	advanced-banglabert
926094	None	advanced-banglabert
246108	None	advanced-banglabert
825840	None	advanced-banglabert
581994	Abusive	advanced-banglabert
354067	None	advanced-banglabert
681734	None	advanced-banglabert
26649	None	advanced-banglabert
627386	None	advanced-banglabert
145008	None	advanced-banglabert
915087	None	advanced-banglabert
547709	None	advanced-banglabert
281881	Political Hate	advanced-banglabert
273124	Political Hate	advanced-banglabert
605863	Political Hate	advanced-banglabert
415658	Abusive	advanced-banglabert
726974	None	advanced-banglabert
397924	Abusive	advanced-banglabert
404924	None	advanced-banglabert
297714	None	advanced-banglabert
63483	None	advanced-banglabert
322043	None	advanced-banglabert
234193	None	advanced-banglabert
719447	None	advanced-banglabert
385281	None	advanced-banglabert
63708	None	advanced-banglabert
333270	Political Hate	advanced-banglabert
700234	None	advanced-banglabert
265890	Political Hate	advanced-banglabert
841683	Profane	advanced-banglabert
46046	Political Hate	advanced-banglabert
7628	Political Hate	advanced-banglabert
385452	Profane	advanced-banglabert
666403	None	advanced-banglabert
651179	None	advanced-banglabert
526158	None	advanced-banglabert
235512	Political Hate	advanced-banglabert
647610	None	advanced-banglabert
684832	None	advanced-banglabert
688194	None	advanced-banglabert
835048	None	advanced-banglabert
295774	None	advanced-banglabert
936137	None	advanced-banglabert
527913	None	advanced-banglabert
844457	None	advanced-banglabert
94083	Abusive	advanced-banglabert
918182	None	advanced-banglabert
675306	None	advanced-banglabert
164879	None	advanced-banglabert
135358	Abusive	advanced-banglabert
419189	Abusive	advanced-banglabert
367074	Profane	advanced-banglabert
904401	None	advanced-banglabert
885491	Profane	advanced-banglabert
399277	None	advanced-banglabert
335110	Abusive	advanced-banglabert
727424	None	advanced-banglabert
886894	None	advanced-banglabert
67349	Political Hate	advanced-banglabert
397383	None	advanced-banglabert
557190	None	advanced-banglabert
646473	Profane	advanced-banglabert
723824	None	advanced-banglabert
591417	None	advanced-banglabert
336787	Profane	advanced-banglabert
222633	None	advanced-banglabert
389169	None	advanced-banglabert
536990	Abusive	advanced-banglabert
464931	None	advanced-banglabert
271738	Abusive	advanced-banglabert
250102	Political Hate	advanced-banglabert
81993	Political Hate	advanced-banglabert
712190	None	advanced-banglabert
11416	None	advanced-banglabert
821017	Profane	advanced-banglabert
81196	None	advanced-banglabert
310154	None	advanced-banglabert
679181	Political Hate	advanced-banglabert
180647	Political Hate	advanced-banglabert
51949	Profane	advanced-banglabert
822701	Political Hate	advanced-banglabert
912407	Profane	advanced-banglabert
893154	None	advanced-banglabert
501987	None	advanced-banglabert
600447	Abusive	advanced-banglabert
98057	Political Hate	advanced-banglabert
250188	Political Hate	advanced-banglabert
828949	None	advanced-banglabert
485208	None	advanced-banglabert
663570	None	advanced-banglabert
829683	None	advanced-banglabert
635887	None	advanced-banglabert
347313	None	advanced-banglabert
871351	Political Hate	advanced-banglabert
41186	None	advanced-banglabert
209087	None	advanced-banglabert
609508	Political Hate	advanced-banglabert
93819	None	advanced-banglabert
906773	None	advanced-banglabert
164314	None	advanced-banglabert
922627	None	advanced-banglabert
580295	None	advanced-banglabert
320403	None	advanced-banglabert
131965	Abusive	advanced-banglabert
790489	Abusive	advanced-banglabert
258586	None	advanced-banglabert
149958	Political Hate	advanced-banglabert
524231	None	advanced-banglabert
877558	Profane	advanced-banglabert
728208	None	advanced-banglabert
421836	Profane	advanced-banglabert
80075	None	advanced-banglabert
517299	None	advanced-banglabert
129667	Abusive	advanced-banglabert
834853	None	advanced-banglabert
512238	Abusive	advanced-banglabert
154916	None	advanced-banglabert
750522	None	advanced-banglabert
468203	None	advanced-banglabert
427803	Political Hate	advanced-banglabert
146156	None	advanced-banglabert
333979	None	advanced-banglabert
478605	None	advanced-banglabert
695510	Abusive	advanced-banglabert
595492	None	advanced-banglabert
73581	None	advanced-banglabert
446110	None	advanced-banglabert
73708	None	advanced-banglabert
309066	Abusive	advanced-banglabert
464922	None	advanced-banglabert
335323	Abusive	advanced-banglabert
894940	None	advanced-banglabert
760055	None	advanced-banglabert
300274	Profane	advanced-banglabert
744701	None	advanced-banglabert
145343	None	advanced-banglabert
386458	None	advanced-banglabert
245102	Abusive	advanced-banglabert
331635	None	advanced-banglabert
603164	Political Hate	advanced-banglabert
832827	Political Hate	advanced-banglabert
617494	Abusive	advanced-banglabert
459408	None	advanced-banglabert
758944	Abusive	advanced-banglabert
435141	Abusive	advanced-banglabert
894471	None	advanced-banglabert
879749	None	advanced-banglabert
100340	None	advanced-banglabert
157977	None	advanced-banglabert
100523	None	advanced-banglabert
19240	Political Hate	advanced-banglabert
609427	None	advanced-banglabert
698537	None	advanced-banglabert
639002	Abusive	advanced-banglabert
169203	Abusive	advanced-banglabert
827808	Abusive	advanced-banglabert
707068	None	advanced-banglabert
227085	None	advanced-banglabert
567057	None	advanced-banglabert
244933	Profane	advanced-banglabert
73391	Profane	advanced-banglabert
469472	None	advanced-banglabert
101243	Abusive	advanced-banglabert
443447	None	advanced-banglabert
223631	None	advanced-banglabert
60877	None	advanced-banglabert
627019	Political Hate	advanced-banglabert
41524	None	advanced-banglabert
510107	Profane	advanced-banglabert
48829	None	advanced-banglabert
631587	None	advanced-banglabert
273738	Political Hate	advanced-banglabert
412411	Profane	advanced-banglabert
95413	Political Hate	advanced-banglabert
778490	None	advanced-banglabert
511909	None	advanced-banglabert
753789	Political Hate	advanced-banglabert
365059	Abusive	advanced-banglabert
837143	Abusive	advanced-banglabert
496482	Political Hate	advanced-banglabert
903692	None	advanced-banglabert
452308	None	advanced-banglabert
604597	Religious Hate	advanced-banglabert
516479	None	advanced-banglabert
884813	None	advanced-banglabert
316375	Abusive	advanced-banglabert
128273	None	advanced-banglabert
932106	None	advanced-banglabert
338346	Abusive	advanced-banglabert
781358	None	advanced-banglabert
245253	None	advanced-banglabert
440543	None	advanced-banglabert
69508	None	advanced-banglabert
46748	Abusive	advanced-banglabert
77622	None	advanced-banglabert
772309	None	advanced-banglabert
758729	None	advanced-banglabert
291623	Profane	advanced-banglabert
79228	Profane	advanced-banglabert
672177	None	advanced-banglabert
123280	Political Hate	advanced-banglabert
246668	None	advanced-banglabert
540577	None	advanced-banglabert
678402	Abusive	advanced-banglabert
627222	None	advanced-banglabert
349744	None	advanced-banglabert
892828	Profane	advanced-banglabert
790220	None	advanced-banglabert
489069	None	advanced-banglabert
576472	Political Hate	advanced-banglabert
362619	None	advanced-banglabert
888632	None	advanced-banglabert
157427	Abusive	advanced-banglabert
88274	Profane	advanced-banglabert
654296	None	advanced-banglabert
546871	None	advanced-banglabert
714366	None	advanced-banglabert
124924	None	advanced-banglabert
140611	Abusive	advanced-banglabert
119558	None	advanced-banglabert
603201	None	advanced-banglabert
356978	None	advanced-banglabert
737157	Political Hate	advanced-banglabert
717086	None	advanced-banglabert
878114	None	advanced-banglabert
438274	None	advanced-banglabert
332470	Profane	advanced-banglabert
277190	None	advanced-banglabert
233769	Abusive	advanced-banglabert
928377	Profane	advanced-banglabert
254669	None	advanced-banglabert
175420	None	advanced-banglabert
269571	None	advanced-banglabert
142080	Political Hate	advanced-banglabert
517120	None	advanced-banglabert
692974	Profane	advanced-banglabert
209866	Political Hate	advanced-banglabert
845841	None	advanced-banglabert
205879	Abusive	advanced-banglabert
369385	Political Hate	advanced-banglabert
764706	None	advanced-banglabert
504039	None	advanced-banglabert
878750	None	advanced-banglabert
671380	Abusive	advanced-banglabert
694236	Abusive	advanced-banglabert
565463	None	advanced-banglabert
544801	None	advanced-banglabert
307571	None	advanced-banglabert
557408	None	advanced-banglabert
931038	None	advanced-banglabert
795336	None	advanced-banglabert
743568	Abusive	advanced-banglabert
281059	Profane	advanced-banglabert
241218	None	advanced-banglabert
493143	Abusive	advanced-banglabert
4211	Abusive	advanced-banglabert
466053	None	advanced-banglabert
559620	Abusive	advanced-banglabert
593980	None	advanced-banglabert
786474	None	advanced-banglabert
430212	Abusive	advanced-banglabert
404662	Political Hate	advanced-banglabert
174220	None	advanced-banglabert
807057	None	advanced-banglabert
680306	None	advanced-banglabert
235465	None	advanced-banglabert
657276	Political Hate	advanced-banglabert
268333	None	advanced-banglabert
397874	Political Hate	advanced-banglabert
451433	None	advanced-banglabert
375904	None	advanced-banglabert
557325	None	advanced-banglabert
232414	None	advanced-banglabert
9702	Profane	advanced-banglabert
11159	Religious Hate	advanced-banglabert
43434	Abusive	advanced-banglabert
821366	Profane	advanced-banglabert
103702	None	advanced-banglabert
782050	Abusive	advanced-banglabert
464774	None	advanced-banglabert
494862	None	advanced-banglabert
257348	None	advanced-banglabert
558234	Abusive	advanced-banglabert
926892	Political Hate	advanced-banglabert
472086	None	advanced-banglabert
71998	Political Hate	advanced-banglabert
386085	Abusive	advanced-banglabert
932001	Abusive	advanced-banglabert
550966	None	advanced-banglabert
217614	Political Hate	advanced-banglabert
751613	None	advanced-banglabert
829917	Political Hate	advanced-banglabert
715475	None	advanced-banglabert
195427	Abusive	advanced-banglabert
357847	None	advanced-banglabert
344389	None	advanced-banglabert
724484	None	advanced-banglabert
566318	Abusive	advanced-banglabert
229920	Political Hate	advanced-banglabert
291141	Profane	advanced-banglabert
685003	None	advanced-banglabert
823068	Abusive	advanced-banglabert
467304	None	advanced-banglabert
623209	Profane	advanced-banglabert
391054	Religious Hate	advanced-banglabert
408728	Political Hate	advanced-banglabert
828880	Political Hate	advanced-banglabert
817214	None	advanced-banglabert
796154	None	advanced-banglabert
382892	None	advanced-banglabert
517694	None	advanced-banglabert
867699	None	advanced-banglabert
701100	Political Hate	advanced-banglabert
243586	None	advanced-banglabert
813985	None	advanced-banglabert
278215	None	advanced-banglabert
470395	None	advanced-banglabert
708810	None	advanced-banglabert
526539	None	advanced-banglabert
559111	Political Hate	advanced-banglabert
357223	None	advanced-banglabert
921429	None	advanced-banglabert
324418	Abusive	advanced-banglabert
650935	Political Hate	advanced-banglabert
38930	Abusive	advanced-banglabert
8971	None	advanced-banglabert
739479	Political Hate	advanced-banglabert
797851	Abusive	advanced-banglabert
760390	Abusive	advanced-banglabert
831693	Political Hate	advanced-banglabert
862239	None	advanced-banglabert
278473	Abusive	advanced-banglabert
641709	None	advanced-banglabert
40920	Abusive	advanced-banglabert
452383	None	advanced-banglabert
887001	None	advanced-banglabert
807629	Political Hate	advanced-banglabert
742470	None	advanced-banglabert
906061	None	advanced-banglabert
633257	None	advanced-banglabert
351010	None	advanced-banglabert
823876	Political Hate	advanced-banglabert
334604	Profane	advanced-banglabert
445824	None	advanced-banglabert
468140	Religious Hate	advanced-banglabert
394049	Abusive	advanced-banglabert
162757	None	advanced-banglabert
57731	None	advanced-banglabert
371906	None	advanced-banglabert
700128	Abusive	advanced-banglabert
839768	None	advanced-banglabert
411555	None	advanced-banglabert
84795	Political Hate	advanced-banglabert
774878	Abusive	advanced-banglabert
505229	None	advanced-banglabert
289014	Abusive	advanced-banglabert
694048	Abusive	advanced-banglabert
181111	None	advanced-banglabert
46517	Political Hate	advanced-banglabert
97053	Profane	advanced-banglabert
746764	None	advanced-banglabert
390622	None	advanced-banglabert
444633	None	advanced-banglabert
103602	None	advanced-banglabert
224242	Political Hate	advanced-banglabert
477505	None	advanced-banglabert
92649	None	advanced-banglabert
360414	Political Hate	advanced-banglabert
63542	Abusive	advanced-banglabert
301203	Political Hate	advanced-banglabert
508058	Sexism	advanced-banglabert
738605	Abusive	advanced-banglabert
172299	None	advanced-banglabert
378925	Sexism	advanced-banglabert
607161	None	advanced-banglabert
380233	Religious Hate	advanced-banglabert
540926	None	advanced-banglabert
668969	Political Hate	advanced-banglabert
316990	None	advanced-banglabert
482466	None	advanced-banglabert
260887	None	advanced-banglabert
563963	None	advanced-banglabert
917361	None	advanced-banglabert
266571	Political Hate	advanced-banglabert
51068	None	advanced-banglabert
348468	None	advanced-banglabert
807445	None	advanced-banglabert
427140	None	advanced-banglabert
422165	None	advanced-banglabert
55904	Abusive	advanced-banglabert
265434	None	advanced-banglabert
267256	None	advanced-banglabert
518142	None	advanced-banglabert
782489	Political Hate	advanced-banglabert
916917	None	advanced-banglabert
591157	Political Hate	advanced-banglabert
662682	None	advanced-banglabert
393092	Profane	advanced-banglabert
915065	None	advanced-banglabert
33824	None	advanced-banglabert
756658	Political Hate	advanced-banglabert
658706	Abusive	advanced-banglabert
727816	None	advanced-banglabert
654176	None	advanced-banglabert
182173	None	advanced-banglabert
399562	Political Hate	advanced-banglabert
435617	None	advanced-banglabert
112763	None	advanced-banglabert
91780	Abusive	advanced-banglabert
396665	None	advanced-banglabert
513823	None	advanced-banglabert
321815	None	advanced-banglabert
706639	None	advanced-banglabert
790250	None	advanced-banglabert
243116	Profane	advanced-banglabert
869136	Political Hate	advanced-banglabert
628622	None	advanced-banglabert
425618	None	advanced-banglabert
348905	None	advanced-banglabert
280702	None	advanced-banglabert
796835	None	advanced-banglabert
339696	None	advanced-banglabert
664582	None	advanced-banglabert
219751	None	advanced-banglabert
861727	None	advanced-banglabert
194260	None	advanced-banglabert
33277	None	advanced-banglabert
224231	Abusive	advanced-banglabert
886973	None	advanced-banglabert
582310	None	advanced-banglabert
433077	Political Hate	advanced-banglabert
552679	None	advanced-banglabert
643528	Political Hate	advanced-banglabert
85565	Political Hate	advanced-banglabert
628830	Political Hate	advanced-banglabert
749660	None	advanced-banglabert
1595	Political Hate	advanced-banglabert
23293	None	advanced-banglabert
509035	None	advanced-banglabert
886202	None	advanced-banglabert
742533	None	advanced-banglabert
27838	None	advanced-banglabert
75041	None	advanced-banglabert
228134	Political Hate	advanced-banglabert
382699	None	advanced-banglabert
242473	Political Hate	advanced-banglabert
447845	None	advanced-banglabert
686719	None	advanced-banglabert
325929	None	advanced-banglabert
138617	Political Hate	advanced-banglabert
37781	Abusive	advanced-banglabert
265785	Abusive	advanced-banglabert
624047	Political Hate	advanced-banglabert
395781	Political Hate	advanced-banglabert
719558	Profane	advanced-banglabert
934245	None	advanced-banglabert
181499	None	advanced-banglabert
397249	None	advanced-banglabert
582244	None	advanced-banglabert
870090	None	advanced-banglabert
462030	Abusive	advanced-banglabert
446338	None	advanced-banglabert
61162	None	advanced-banglabert
807176	Political Hate	advanced-banglabert
864604	None	advanced-banglabert
709055	None	advanced-banglabert
581292	None	advanced-banglabert
563959	Political Hate	advanced-banglabert
727426	Political Hate	advanced-banglabert
561351	None	advanced-banglabert
916629	Profane	advanced-banglabert
242659	None	advanced-banglabert
711936	None	advanced-banglabert
398564	None	advanced-banglabert
638288	None	advanced-banglabert
571045	Political Hate	advanced-banglabert
396357	Abusive	advanced-banglabert
657340	None	advanced-banglabert
131821	None	advanced-banglabert
881260	None	advanced-banglabert
87349	Abusive	advanced-banglabert
232700	Political Hate	advanced-banglabert
22307	Political Hate	advanced-banglabert
352983	Political Hate	advanced-banglabert
389506	Profane	advanced-banglabert
335493	Abusive	advanced-banglabert
739982	Political Hate	advanced-banglabert
328094	Political Hate	advanced-banglabert
528740	None	advanced-banglabert
808137	Abusive	advanced-banglabert
554827	Political Hate	advanced-banglabert
858794	Profane	advanced-banglabert
633224	None	advanced-banglabert
780101	Political Hate	advanced-banglabert
602479	Abusive	advanced-banglabert
540580	None	advanced-banglabert
778356	None	advanced-banglabert
43268	None	advanced-banglabert
262437	None	advanced-banglabert
71353	Political Hate	advanced-banglabert
730463	None	advanced-banglabert
653820	None	advanced-banglabert
335542	None	advanced-banglabert
826227	None	advanced-banglabert
443806	Political Hate	advanced-banglabert
769421	Religious Hate	advanced-banglabert
685630	None	advanced-banglabert
590194	None	advanced-banglabert
466683	None	advanced-banglabert
280790	Political Hate	advanced-banglabert
860057	None	advanced-banglabert
871168	Profane	advanced-banglabert
141496	Profane	advanced-banglabert
3736	Abusive	advanced-banglabert
288686	Abusive	advanced-banglabert
267813	None	advanced-banglabert
832012	Political Hate	advanced-banglabert
32904	None	advanced-banglabert
268117	None	advanced-banglabert
776783	None	advanced-banglabert
850339	Abusive	advanced-banglabert
223593	Political Hate	advanced-banglabert
387123	None	advanced-banglabert
939377	None	advanced-banglabert
484079	None	advanced-banglabert
897137	Profane	advanced-banglabert
655003	None	advanced-banglabert
585973	None	advanced-banglabert
29600	Political Hate	advanced-banglabert
830036	None	advanced-banglabert
565839	Abusive	advanced-banglabert
359406	None	advanced-banglabert
308062	None	advanced-banglabert
594507	Abusive	advanced-banglabert
34433	None	advanced-banglabert
43262	None	advanced-banglabert
145863	None	advanced-banglabert
592053	Political Hate	advanced-banglabert
235746	Abusive	advanced-banglabert
893409	Abusive	advanced-banglabert
939031	None	advanced-banglabert
647343	None	advanced-banglabert
868309	Profane	advanced-banglabert
81611	None	advanced-banglabert
693429	Abusive	advanced-banglabert
546533	Abusive	advanced-banglabert
804580	Abusive	advanced-banglabert
774663	None	advanced-banglabert
442687	Political Hate	advanced-banglabert
22333	Profane	advanced-banglabert
883311	Abusive	advanced-banglabert
68897	Political Hate	advanced-banglabert
716697	Political Hate	advanced-banglabert
366472	None	advanced-banglabert
112632	Profane	advanced-banglabert
759580	Abusive	advanced-banglabert
68501	Political Hate	advanced-banglabert
570238	None	advanced-banglabert
833247	None	advanced-banglabert
742235	None	advanced-banglabert
